route_id,service_id,trip_id,trip_headsign,shape_id
V5-123-182,2531,4359594,Aeroport,44
V5-182-66,2531,4360028,Machado,7
V5-123-182,2531,4359595,Aeroport,44
V6-94-132,2531,4360165,Tossal del Rei,8
V6-132-123,2531,4360401,Marítim,10
V6-94-132,2531,4360171,Tossal del Rei,8
V6-95-123,2531,4360404,Marítim,8
V6-123-132,2531,4360177,Tossal del Rei,8
V6-132-123,2531,4360407,Marítim,10
V6-123-132,2531,4360180,Tossal del Rei,8
V6-95-123,2531,4360412,Marítim,8
V6-123-132,2531,4360184,Tossal del Rei,8
V6-132-123,2531,4360414,Marítim,10
V6-123-132,2531,4360188,Tossal del Rei,8
V6-132-123,2531,4360419,Marítim,10
V6-123-132,2531,4360192,Tossal del Rei,8
V6-132-123,2531,4360423,Marítim,10
V6-123-132,2531,4360196,Tossal del Rei,8
V6-132-123,2531,4360428,Marítim,10
V6-123-132,2531,4360201,Tossal del Rei,8
V6-132-123,2531,4360432,Marítim,10
V6-123-132,2531,4360206,Tossal del Rei,8
V6-132-123,2531,4360437,Marítim,10
V6-123-132,2531,4360210,Tossal del Rei,8
V6-132-123,2531,4360442,Marítim,10
V6-123-132,2531,4360215,Tossal del Rei,8
V6-132-123,2531,4360446,Marítim,10
V6-123-132,2531,4360220,Tossal del Rei,8
V6-132-123,2531,4360451,Marítim,10
V6-123-132,2531,4360224,Tossal del Rei,8
V6-132-123,2531,4360456,Marítim,10
V6-123-132,2531,4360229,Tossal del Rei,8
V6-132-123,2531,4360460,Marítim,10
V6-123-132,2531,4360234,Tossal del Rei,8
V6-132-123,2531,4360465,Marítim,10
V6-123-132,2531,4360238,Tossal del Rei,8
V6-132-123,2531,4360470,Marítim,10
V6-123-132,2531,4360243,Tossal del Rei,8
V6-132-123,2531,4360474,Marítim,10
V6-123-132,2531,4360248,Tossal del Rei,8
V6-132-123,2531,4360479,Marítim,10
V6-123-132,2531,4360252,Tossal del Rei,8
V6-132-123,2531,4360484,Marítim,10
V6-123-132,2531,4360257,Tossal del Rei,8
V6-132-123,2531,4360488,Marítim,10
V6-123-132,2531,4360262,Tossal del Rei,8
V6-132-123,2531,4360493,Marítim,10
V6-123-132,2531,4360266,Tossal del Rei,8
V6-132-123,2531,4360499,Marítim,10
V6-123-132,2531,4360271,Tossal del Rei,8
V6-132-123,2531,4360503,Marítim,10
V6-123-132,2531,4360276,Tossal del Rei,8
V6-132-123,2531,4360507,Marítim,10
V6-123-132,2531,4360280,Tossal del Rei,8
V6-132-123,2531,4360512,Marítim,10
V6-123-132,2531,4360285,Tossal del Rei,8
V6-132-123,2531,4360516,Marítim,10
V6-123-132,2531,4360290,Tossal del Rei,8
V6-132-123,2531,4360521,Marítim,10
V6-123-132,2531,4360294,Tossal del Rei,8
V6-132-123,2531,4360526,Marítim,10
V6-123-132,2531,4360299,Tossal del Rei,8
V6-132-123,2531,4360530,Marítim,10
V6-123-132,2531,4360304,Tossal del Rei,8
V6-132-123,2531,4360535,Marítim,10
V6-123-132,2531,4360308,Tossal del Rei,8
V6-132-123,2531,4360540,Marítim,10
V6-123-132,2531,4360313,Tossal del Rei,8
V6-132-123,2531,4360544,Marítim,10
V6-123-132,2531,4360318,Tossal del Rei,8
V6-132-123,2531,4360549,Marítim,10
V6-123-132,2531,4360322,Tossal del Rei,8
V6-132-123,2531,4360554,Marítim,10
V6-123-132,2531,4360327,Tossal del Rei,8
V6-132-123,2531,4360558,Marítim,10
V6-123-132,2531,4360332,Tossal del Rei,8
V6-132-123,2531,4360563,Marítim,10
V6-123-132,2531,4360336,Tossal del Rei,8
V6-132-123,2531,4360568,Marítim,10
V6-123-132,2531,4360341,Tossal del Rei,8
V6-132-123,2531,4360572,Marítim,10
V6-123-132,2531,4360346,Tossal del Rei,8
V6-132-123,2531,4360577,Marítim,10
V6-123-132,2531,4360350,Tossal del Rei,8
V6-132-123,2531,4360582,Marítim,10
V6-123-132,2531,4360355,Tossal del Rei,8
V6-132-123,2531,4360586,Marítim,10
V6-123-132,2531,4360360,Tossal del Rei,8
V6-132-123,2531,4360591,Marítim,10
V6-123-132,2531,4360364,Tossal del Rei,8
V6-132-123,2531,4360596,Marítim,10
V6-123-132,2531,4360369,Tossal del Rei,8
V6-132-123,2531,4360600,Marítim,10
V6-123-132,2531,4360374,Tossal del Rei,8
V6-132-123,2531,4360605,Marítim,10
V6-123-132,2531,4360378,Tossal del Rei,8
V6-132-123,2531,4360610,Marítim,10
V6-123-132,2531,4360383,Tossal del Rei,8
V6-132-123,2531,4360614,Marítim,10
V6-123-132,2531,4360386,Tossal del Rei,8
V6-132-123,2531,4360619,Marítim,10
V6-123-98,2531,4360389,Dr. Lluch,10
V6-132-123,2531,4360623,Marítim,10
V6-123-132,2531,4360390,Tossal del Rei,8
V6-132-123,2531,4360626,Marítim,10
V6-123-132,2531,4360394,Tossal del Rei,8
V6-132-94,2531,4360631,Beteró,10
V6-123-132,2531,4360396,Tossal del Rei,8
V6-132-94,2531,4360633,Beteró,10
V6-132-94,2531,4360636,Beteró,10
V7-69-123,2531,4360031,Marítim,45
V7-66-69,2531,4359598,Alameda,6
V7-69-123,2531,4360032,Marítim,45
V7-123-107,2531,4359599,Torrent Avinguda,6
V7-69-123,2531,4360033,Marítim,45
V7-66-69,2531,4359600,Alameda,6
V7-107-123,2531,4360034,Marítim,45
V7-66-107,2531,4359601,Torrent Avinguda,6
V7-107-123,2531,4360035,Marítim,45
V7-123-107,2531,4359602,Torrent Avinguda,6
V7-107-123,2531,4360036,Marítim,45
V7-66-69,2531,4359603,Alameda,6
V7-107-123,2531,4360037,Marítim,45
V7-66-107,2531,4359604,Torrent Avinguda,6
V7-107-123,2531,4360038,Marítim,45
V7-123-107,2531,4359605,Torrent Avinguda,6
V7-107-123,2531,4360039,Marítim,45
V7-123-107,2531,4359606,Torrent Avinguda,6
V7-107-123,2531,4360040,Marítim,45
V7-123-107,2531,4359607,Torrent Avinguda,6
V7-107-123,2531,4360041,Marítim,45
V7-123-107,2531,4359608,Torrent Avinguda,6
V7-107-123,2531,4360042,Marítim,45
V7-123-107,2531,4359609,Torrent Avinguda,6
V7-107-123,2531,4360043,Marítim,45
V7-123-107,2531,4359610,Torrent Avinguda,6
V7-107-123,2531,4360044,Marítim,45
V7-123-107,2531,4359611,Torrent Avinguda,6
V7-107-123,2531,4360045,Marítim,45
V7-123-107,2531,4359612,Torrent Avinguda,6
V7-107-123,2531,4360046,Marítim,45
V7-123-107,2531,4359613,Torrent Avinguda,6
V7-107-123,2531,4360047,Marítim,45
V7-123-107,2531,4359614,Torrent Avinguda,6
V7-107-123,2531,4360048,Marítim,45
V7-123-107,2531,4359615,Torrent Avinguda,6
V7-107-123,2531,4360049,Marítim,45
V7-123-107,2531,4359616,Torrent Avinguda,6
V7-107-123,2531,4360050,Marítim,45
V7-123-107,2531,4359617,Torrent Avinguda,6
V7-107-123,2531,4360051,Marítim,45
V7-123-107,2531,4359618,Torrent Avinguda,6
V7-107-123,2531,4360052,Marítim,45
V7-123-107,2531,4359619,Torrent Avinguda,6
V7-107-123,2531,4360053,Marítim,45
V7-123-107,2531,4359620,Torrent Avinguda,6
V7-107-123,2531,4360054,Marítim,45
V7-123-107,2531,4359621,Torrent Avinguda,6
V7-107-123,2531,4360055,Marítim,45
V7-123-107,2531,4359622,Torrent Avinguda,6
V7-107-123,2531,4360056,Marítim,45
V7-123-107,2531,4359623,Torrent Avinguda,6
V7-107-123,2531,4360057,Marítim,45
V7-123-107,2531,4359624,Torrent Avinguda,6
V7-107-123,2531,4360058,Marítim,45
V7-123-107,2531,4359625,Torrent Avinguda,6
V7-107-123,2531,4360059,Marítim,45
V7-123-107,2531,4359626,Torrent Avinguda,6
V7-107-123,2531,4360060,Marítim,45
V7-123-107,2531,4359627,Torrent Avinguda,6
V7-107-123,2531,4360061,Marítim,45
V7-123-107,2531,4359628,Torrent Avinguda,6
V7-107-123,2531,4360062,Marítim,45
V7-123-107,2531,4359629,Torrent Avinguda,6
V7-107-123,2531,4360063,Marítim,45
V7-123-107,2531,4359630,Torrent Avinguda,6
V7-107-123,2531,4360064,Marítim,45
V7-123-107,2531,4359631,Torrent Avinguda,6
V7-107-123,2531,4360065,Marítim,45
V7-123-107,2531,4359632,Torrent Avinguda,6
V7-107-123,2531,4360066,Marítim,45
V7-123-107,2531,4359633,Torrent Avinguda,6
V7-107-123,2531,4360067,Marítim,45
V7-123-107,2531,4359634,Torrent Avinguda,6
V7-107-123,2531,4360068,Marítim,45
V7-123-107,2531,4359635,Torrent Avinguda,6
V7-107-123,2531,4360069,Marítim,45
V7-123-107,2531,4359636,Torrent Avinguda,6
V7-107-123,2531,4360070,Marítim,45
V7-123-107,2531,4359637,Torrent Avinguda,6
V7-107-123,2531,4360071,Marítim,45
V7-123-107,2531,4359638,Torrent Avinguda,6
V7-107-123,2531,4360072,Marítim,45
V7-123-107,2531,4359639,Torrent Avinguda,6
V7-107-123,2531,4360073,Marítim,45
